MAE_val,RMSE_val,Loss_val,RegLoss_val,epoch,train_loss,reg_loss,MAE,RMSE,Loss,RegLoss
4452.1318359375,5673.9521484375,0.06082342565059662,0.0,0,0.1854863315820694,0.0,10618.02734375,13916.5908203125,0.18541546165943146,0.0
3649.83837890625,4697.37841796875,0.042988330125808716,0.0,1,0.034373629838228226,0.0,3767.893798828125,5091.80859375,0.03437274321913719,0.0
3184.5869140625,4116.84423828125,0.03346772491931915,0.0,2,0.024819914251565933,0.0,3138.751708984375,4266.6953125,0.02481991983950138,0.0
2906.03271484375,3768.205078125,0.028323933482170105,0.0,3,0.020647048950195312,0.0,2832.6357421875,3875.773681640625,0.020646659657359123,0.0
2681.947021484375,3496.395263671875,0.024376768618822098,0.0,4,0.01652471348643303,0.0,2532.65576171875,3447.633544921875,0.016523869708180428,0.0
2374.029296875,3124.315673828125,0.01946226693689823,0.0,5,0.014063112437725067,0.0,2330.186767578125,3171.15478515625,0.014062087051570415,0.0
2366.87353515625,3138.04638671875,0.019764786586165428,0.0,6,0.012530176900327206,0.0,2189.77587890625,2996.125244140625,0.012530308216810226,0.0
2316.779296875,3081.021484375,0.019146082922816277,0.0,7,0.012252186425030231,0.0,2155.3369140625,2962.208984375,0.012251660227775574,0.0
2306.903076171875,3054.547607421875,0.018737422302365303,0.0,8,0.011800822801887989,0.0,2102.39453125,2906.34228515625,0.011800728738307953,0.0
2324.62451171875,3063.4296875,0.018856147304177284,0.0,9,0.011744857765734196,0.0,2093.8740234375,2899.18994140625,0.011744536459445953,0.0
2285.837158203125,3034.343505859375,0.018524227663874626,0.0,10,0.01173081062734127,0.0,2091.0126953125,2897.5859375,0.011730997823178768,0.0
2299.095703125,3060.944091796875,0.018826158717274666,0.0,11,0.01169714517891407,0.0,2086.79541015625,2893.124267578125,0.011696603149175644,0.0
2290.82568359375,3060.544189453125,0.01887882687151432,0.0,12,0.011678561568260193,0.0,2083.64013671875,2890.819091796875,0.011678877286612988,0.0
2299.56884765625,3059.053466796875,0.018787875771522522,0.0,13,0.01164446771144867,0.0,2079.772216796875,2885.981689453125,0.011643127538263798,0.0
2280.51171875,3018.36474609375,0.018301410600543022,0.0,14,0.011602621525526047,0.0,2075.19921875,2880.818115234375,0.011601611040532589,0.0
2282.533203125,3037.062255859375,0.0186221431940794,0.0,15,0.011550107970833778,0.0,2070.259521484375,2874.316650390625,0.01154972705990076,0.0
2291.232177734375,3041.552978515625,0.018625617027282715,0.0,16,0.011522447690367699,0.0,2067.12109375,2870.70068359375,0.01152233686298132,0.0
2275.237548828125,3033.0947265625,0.01852358877658844,0.0,17,0.011499066837131977,0.0,2064.94677734375,2867.514404296875,0.011498913168907166,0.0
2271.53564453125,3023.08203125,0.018409091979265213,0.0,18,0.01150033250451088,0.0,2064.715576171875,2868.241943359375,0.011500620283186436,0.0
2271.327392578125,3020.074462890625,0.01835104078054428,0.0,19,0.01149187795817852,0.0,2064.23828125,2866.987548828125,0.011491633020341396,0.0
2277.837646484375,3028.343994140625,0.018483784049749374,0.0,20,0.011491741053760052,0.0,2063.5205078125,2866.8818359375,0.011491313576698303,0.0
2279.166259765625,3034.470947265625,0.018539277836680412,0.0,21,0.011489402502775192,0.0,2063.895751953125,2866.59912109375,0.011489096097648144,0.0
2279.68310546875,3030.6123046875,0.018502995371818542,0.0,22,0.011482294648885727,0.0,2062.529296875,2865.716796875,0.011482713744044304,0.0
2278.981689453125,3029.6279296875,0.01847703568637371,0.0,23,0.011477134190499783,0.0,2061.87255859375,2865.185302734375,0.011477423831820488,0.0
2274.05859375,3023.583984375,0.018409837037324905,0.0,24,0.011467703618109226,0.0,2061.3720703125,2864.01611328125,0.011467808857560158,0.0
2275.5146484375,3031.543212890625,0.01851816475391388,0.0,25,0.011460086330771446,0.0,2060.517822265625,2862.635986328125,0.01145995780825615,0.0
2267.6328125,3023.333251953125,0.01842198520898819,0.0,26,0.011453762650489807,0.0,2060.032470703125,2862.376708984375,0.011454455554485321,0.0
2269.207275390625,3020.441650390625,0.018375709652900696,0.0,27,0.011449288576841354,0.0,2058.93798828125,2861.814697265625,0.011449714191257954,0.0
2272.667724609375,3024.426513671875,0.018420910462737083,0.0,28,0.011445832438766956,0.0,2058.9892578125,2861.172607421875,0.011445809155702591,0.0
2269.61279296875,3024.183349609375,0.01843005232512951,0.0,29,0.011443852446973324,0.0,2058.87255859375,2860.99755859375,0.011444163508713245,0.0
